#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-30T19:26:32 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-30T19:26:32	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-out.src=VII/257/2mig&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VII/257/2mig&-out=2MIG&-out=2M&-out=RAJ2000&-out=DEJ2000&-out=Name&-out=r&-out=Ksmag&-out=2s&-out=HRV&-out=T&-out=N&-out=Comm&-out=NED&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7257
#Name: VII/257
#Title: 2MASS-selected Isolated Galaxies (2MIG) (Karachentseva+, 2010)
#INFO	ivoid=ivo://cds.vizier/vii/257	    IVOID of underlying data collection
#INFO	creator=Karachentseva V.E.	    First author or institution
#INFO	cites=bibcode:2010AstBu..65....1K	    Article or Data origin sources
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/257	    Dataset landing page
#INFO	publication_date=2018-01-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_257_2mig:
#Name: VII/257/2mig
#Title: 2MASS-selected Isolated Galaxies Catalog (2MIG)
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	2MIG	(I4)	Galaxy number	[ucd=meta.id;meta.main]
#Column	2M	(A2)	Display the 2MASSX data (Cat. VII/233)	[ucd=meta.ref.url]
#Column	RAJ2000	(A11)	Right Ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	Name	(a16)	Galaxy name in the known catalogs	[ucd=meta.id]
#Column	r	(F5.1)	K-band fiducial elliptical Kron radius	[ucd=phys.angSize;em.IR.K]
#Column	Ksmag	(F5.2)	Ks-band fiducial elliptical Kron magnitude	[ucd=phot.mag;em.IR.K]
#Column	2s	(I3)	Dimensionless "separation" between isolated galaxy and its nearest significant neighbour	[ucd=pos.angDistance]
#Column	HRV	(I5)	? Heliocentric radial velocity taken from LEDA or NED databases	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	T	(I2)	Morphological type in de Vaucouleurs' scale (T=-2 is any elliptical galaxies)	[ucd=src.morph.type]
#Column	N	(I1)	? Number of significant neighbours of the isolated galaxy detected during our additional inspection on DSS (1)	[ucd=meta.number]
#Column	Comm	(a34)	? Comments (2)	[ucd=meta.note]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
_RAJ2000	_DEJ2000	2MIG	2M	RAJ2000	DEJ2000	Name	r	Ksmag	2s	HRV	T	N	Comm	NED
114.6521250	+37.6333889	1008	2M	07 38 36.51	+37 38 00.2	UGC03944        	 18.2	11.49	 66	 3899	 6	 	Ring,KIG199,IRAS,Vc               	NED
114.8566250	 +8.8983889	1009	2M	07 39 25.59	+08 53 54.2	UGC03955        	 35.4	11.77	 63	 5107	 7	 	                                  	NED
115.1171667	-36.4853056	1010	2M	07 40 28.12	-36 29 07.1	PGC636197       	 18.2	11.51	 97	     	 1	 	                                  	NED
115.4592083	 -2.6869444	1011	2M	07 41 50.21	-02 41 13.0	CGCG002-008     	 36.8	10.91	 73	 8090	 4	 	IRAS                              	NED
115.4936250	-12.6842778	1012	2M	07 41 58.47	-12 41 03.4	PGC949151       	 21.1	11.46	 88	     	 6	 	                                  	NED
115.6497500	+17.0237222	1013	2M	07 42 35.94	+17 01 25.4	PGC1522705      	 16.6	11.96	101	     	 5	2	                                  	NED
115.6885000	+66.2583611	1014	2M	07 42 45.24	+66 15 30.1	UGC03968        	 27.4	11.48	 62	 6780	 5	 	Bar,ring,KIG200                   	NED
115.8355833	-41.0321944	1015	2M	07 43 20.54	-41 01 55.9	PGC3098669      	 16.0	11.58	 64	     	 3	 	                                  	NED
115.8594583	-61.7718056	1016	2M	07 43 26.27	-61 46 18.5	2MASX           	 15.4	10.86	 96	10530	 0	2	                                  	NED
115.8763750	+22.9305556	1017	2M	07 43 30.33	+22 55 50.0	UGC03987        	 28.2	11.44	 94	 7261	 5	 	IRAS                              	NED
115.8821250	-51.6824167	1018	2M	07 43 31.71	-51 40 56.7	ESO208-034      	 31.4	10.31	 73	 2587	 2	1	Bar                               	NED
116.0567500	+31.6512500	1019	2M	07 44 13.62	+31 39 04.5	NGC2435         	 39.3	 9.32	 66	 4203	 1	2	                                  	NED
116.1292917	+67.2735833	1020	2M	07 44 31.03	+67 16 24.9	UGC03979        	 36.1	10.71	 62	 4061	 4	 	KIG201,IRAS                       	NED
116.1621250	-58.1536389	1021	2M	07 44 38.91	-58 09 13.1	ESO123-023      	 44.8	10.54	 76	 2916	 5	 	Bar,IRAS                          	NED
116.2482917	-74.5168889	1022	2M	07 44 59.59	-74 31 00.8	ESO035-016      	 20.4	11.35	125	 4830	 3	 	                                  	NED
116.2853750	 +3.8148056	1023	2M	07 45 08.49	+03 48 53.3	PGC1259004      	 15.6	11.94	 70	     	 2	 	                                  	NED
116.3066667	+70.0324444	1024	2M	07 45 13.60	+70 01 56.8	UGC03984        	 43.0	10.64	104	 3881	 4	 	Bar,KIG202,IRAS                   	NED
116.3218750	-34.2252778	1025	2M	07 45 17.25	-34 13 31.0	PGC3085110      	 15.2	11.76	 63	     	-2	 	Pec                               	NED
116.3276250	-32.5166667	1026	2M	07 45 18.63	-32 31 00.0	PGC78286        	 53.3	 8.71	 77	     	 1	 	                                  	NED
116.3846250	-51.1794444	1027	2M	07 45 32.31	-51 10 46.0	PGC458971       	 15.4	11.94	 68	11473	 3	1	                                  	NED
116.5160833	-10.2496389	1028	2M	07 46 03.86	-10 14 58.7	PGC78327        	 16.2	11.90	 86	     	 4	 	                                  	NED
116.7325417	+44.2656111	1029	2M	07 46 55.81	+44 15 56.2	CGCG206-023     	 20.5	11.92	 69	 9388	 4	 	                                  	NED
116.7331250	 +7.2963333	1030	2M	07 46 55.95	+07 17 46.8	UGC04025        	 26.2	10.75	 65	 5068	 4	1	Bar,ring,IRAS                     	NED
116.7570417	+52.2274722	1031	2M	07 47 01.69	+52 13 38.9	UGC04011        	 28.7	11.81	 67	 5810	 6	 	                                  	NED
116.8587083	-54.9753333	1032	2M	07 47 26.09	-54 58 31.2	2MFGC6165       	 50.3	11.50	 93	18212	 5	1	                                  	NED
116.8595833	-78.1505556	1033	2M	07 47 26.30	-78 09 02.0	ESO017-006      	 27.9	11.25	101	11369	 5	2	Bar,ring                          	NED
116.9282083	-71.8992222	1034	2M	07 47 42.77	-71 53 57.2	2MASX           	 20.5	11.59	 66	10624	 1	1	                                  	NED
117.1376250	-66.4941944	1035	2M	07 48 33.03	-66 29 39.1	ESO089-003      	 18.9	11.81	118	12472	 4	 	Bar,ring                          	NED
117.3473750	-35.7059444	1036	2M	07 49 23.37	-35 42 21.4	PGC2807067      	 38.2	10.69	 63	 2864	 5	 	                                  	NED
118.0847083	-37.3542778	1037	2M	07 52 20.33	-37 21 15.4	PGC624544       	 22.5	10.74	112	     	 1	 	                                  	NED
118.3083333	+68.0973056	1038	2M	07 53 14.00	+68 05 50.3	CGCG310-021     	 17.3	11.08	 95	 4011	 1	 	KIG209                            	NED
118.3265000	-36.1970000	1039	2M	07 53 18.36	-36 11 49.2	PGC3085129      	 20.0	11.25	 70	     	 0	 	                                  	NED
118.4680000	-72.2158056	1040	2M	07 53 52.32	-72 12 56.9	ESO059-022      	 30.9	10.65	 78	10639	 4	 	                                  	NED
118.5865417	 +4.4596389	1041	2M	07 54 20.77	+04 27 34.7	NGC2470         	 48.3	 9.31	 78	 4056	 2	 	IRAS                              	NED
118.6035833	+39.3715833	1042	2M	07 54 24.86	+39 22 17.7	CGCG207-001     	 21.7	10.73	 73	 5959	 0	 	Bar,ring,KIG213                   	NED
118.6264167	-35.4056389	1043	2M	07 54 30.34	-35 24 20.3	2MASX           	 21.0	11.63	 92	     	 0	 	                                  	NED
118.8755417	-22.7296111	1044	2M	07 55 30.13	-22 43 46.6	ESO494-G004     	 38.3	10.11	 60	 2587	 6	 	IRAS                              	NED
118.9252083	+71.1267222	1045	2M	07 55 42.05	+71 07 36.2	MCG+12-08-020   	 17.7	12.00	 84	     	 3	 	Ring,VIIZw190                     	NED
118.9645417	-52.3067222	1046	2M	07 55 51.49	-52 18 24.2	NGC2502         	 68.8	 7.93	 68	 1072	 0	 	Bar                               	NED
119.0255833	-68.2780278	1047	2M	07 56 06.14	-68 16 40.9	ESO059-023      	 27.0	11.22	 65	 5295	 6	 	IRAS                              	NED
119.0952500	-78.7003333	1048	2M	07 56 22.86	-78 42 01.2	ESO017-009      	 25.4	10.33	 63	 4696	 1	 	IRAS                              	NED
119.0967083	-59.3670000	1049	2M	07 56 23.21	-59 22 01.2	ESO124-002      	 19.3	11.37	 78	10131	 5	2	IRAS                              	NED
119.2256250	+15.8409167	1050	2M	07 56 54.15	+15 50 27.3	CGCG088-006     	 20.2	10.92	 91	 8648	 1	 	                                  	NED
119.2263750	-24.9060833	1051	2M	07 56 54.33	-24 54 21.9	ESO494-007      	 35.7	10.94	 63	 1560	 5	 	IRAS                              	NED
119.2579583	+49.5672500	1052	2M	07 57 01.91	+49 34 02.1	UGC04107        	 31.2	10.72	 80	 3514	 7	 	KIG217,IRAS                       	NED
119.2833333	+10.5965278	1053	2M	07 57 08.00	+10 35 47.5	CGCG059-005     	 19.5	11.74	 62	13922	 4	 	                                  	NED
119.3629167	-19.2430278	1054	2M	07 57 27.10	-19 14 34.9	ESO561-003      	 41.4	10.50	 96	 3519	 6	 	Bar,pec,IRAS                      	NED
119.5503333	-10.1806111	1055	2M	07 58 12.08	-10 10 50.2	PGC981374       	 19.1	11.77	 66	     	 5	1	                                  	NED
119.5625000	-49.8513889	1056	2M	07 58 15.00	-49 51 05.0	ESO209-009      	130.7	 8.20	130	 1120	 6	 	Bar,IRAS                          	NED
119.8090000	+22.8173611	1057	2M	07 59 14.16	+22 49 02.5	CGCG118-032     	 24.9	11.17	 64	13460	 4	 	KIG220                            	NED
119.8340417	 -4.7645000	1058	2M	07 59 20.17	-04 45 52.2	PGC151176       	 18.3	11.46	 76	11186	 2	1	                                  	NED
119.8556250	-42.2845000	1059	2M	07 59 25.35	-42 17 04.2	PGC565870       	 16.5	11.45	 62	     	 4	 	                                  	NED
119.8708333	-41.3416944	1060	2M	07 59 29.00	-41 20 30.1	PGC576609       	 20.7	11.40	 85	     	 4	 	                                  	NED
120.0830000	-82.3339722	1061	2M	08 00 19.92	-82 20 02.3	PGC165500       	 18.6	10.74	 92	 4494	-2	 	IRAS                              	NED
120.0873333	+11.3193889	1062	2M	08 00 20.96	+11 19 09.8	PGC1391875      	 16.2	11.18	 71	 4486	-2	 	                                  	NED
120.0985833	+39.8303889	1063	2M	08 00 23.66	+39 49 49.4	NGC2493         	 51.7	 8.94	 66	 3960	 0	 	Bar                               	NED
120.1526250	+22.4000556	1064	2M	08 00 36.63	+22 24 00.2	NGC2503         	 29.4	11.08	 76	 5506	 4	 	Bar,ring,KIG222                   	NED
120.2968333	-46.4552778	1065	2M	08 01 11.24	-46 27 19.0	PGC3098719      	 22.4	11.22	 71	     	 4	 	                                  	NED
120.4142917	+10.7326111	1066	2M	08 01 39.43	+10 43 57.4	CGCG059-017     	 25.4	11.35	 64	 4865	 5	 	                                  	NED
120.4717500	+50.7370833	1067	2M	08 01 53.22	+50 44 13.5	NGC2500         	 52.4	 9.97	121	  515	 6	 	Bar,KIG224,IRAS                   	NED
120.4949583	-16.7970000	1068	2M	08 01 58.79	-16 47 49.2	PGC79429        	 17.9	11.79	 72	     	 0	 	                                  	NED
120.5503750	+32.3152500	1069	2M	08 02 12.09	+32 18 54.9	CGCG148-098     	 15.8	11.99	 67	11148	 4	 	KIG225                            	NED
120.5897917	 +6.8785833	1070	2M	08 02 21.55	+06 52 42.9	UGC04183        	 27.0	10.73	 64	 9280	 2	4	Bar,ring                          	NED
120.6448750	-37.7824722	1071	2M	08 02 34.77	-37 46 56.9	2MASX           	 25.6	10.47	 69	     	 1	 	                                  	NED
120.7147500	 -4.9322778	1072	2M	08 02 51.54	-04 55 56.2	PGC1051553      	 21.2	11.42	 86	11422	 4	 	                                  	NED
120.7507500	-58.7057222	1073	2M	08 03 00.18	-58 42 20.6	ESO124-008      	 22.7	11.57	 88	 8555	 5	 	                                  	NED
120.7715000	-26.2001667	1074	2M	08 03 05.16	-26 12 00.6	PGC79513        	 16.4	11.63	 75	     	 3	 	                                  	NED
120.7827083	+23.3918889	1075	2M	08 03 07.85	+23 23 30.8	NGC2512         	 29.0	 9.92	 61	 4702	 3	1	Bar,MRK384,IRAS                   	NED
120.8332500	 +3.0521944	1076	2M	08 03 19.98	+03 03 07.9	CGCG031-030     	 17.3	11.14	 80	10302	 2	1	                                  	NED
120.8633750	-70.3668889	1077	2M	08 03 27.21	-70 22 00.8	ESO059-025      	 49.3	10.05	 70	10812	 5	3	Bar,IRAS                          	NED
120.9682500	 -6.9816944	1078	2M	08 03 52.38	-06 58 54.1	PGC180445       	 16.7	11.18	 86	     	-2	1	                                  	NED
121.0284167	+53.5492222	1079	2M	08 04 06.82	+53 32 57.2	NGC2505         	 33.4	10.11	 84	 9749	 1	 	Bar,IRAS                          	NED
121.0354167	+74.0477500	1080	2M	08 04 08.50	+74 02 51.9	NGC2523A        	 25.0	11.77	 66	 3806	 5	 	Bar                               	NED
121.0977500	-60.1079722	1081	2M	08 04 23.46	-60 06 28.7	ESO124-009      	 20.5	11.48	 71	 9149	 3	1	                                  	NED
121.2005833	+20.6936944	1082	2M	08 04 48.14	+20 41 37.3	UGC04207        	 31.4	10.93	 95	 9360	 5	 	KIG227,Vc                         	NED
121.2188333	-23.5427778	1083	2M	08 04 52.52	-23 32 34.0	PGC79633        	 15.4	11.42	 66	     	 1	 	                                  	NED
121.4084583	-11.4270000	1084	2M	08 05 38.03	-11 25 37.2	NGC2525         	 92.6	 8.83	 81	 1583	 5	 	Bar,HII,IRAS                      	NED
121.6005417	 +1.0360278	1085	2M	08 06 24.13	+01 02 09.7	IC0494          	 31.1	10.10	 81	 4556	 0	1	                                  	NED
121.7798750	+36.2333611	1086	2M	08 07 07.17	+36 14 00.1	IC2227          	 17.0	10.85	 62	 9673	 0	2	                                  	NED
122.0018333	-65.7682500	1087	2M	08 08 00.44	-65 46 05.7	2MASX           	 16.8	11.50	 66	     	-2	2	Pec                               	NED
122.2474167	+36.6874167	1088	2M	08 08 59.38	+36 41 14.7	CGCG178-030     	 15.2	10.97	 61	 9086	-2	 	Pec                               	NED
122.3081250	+16.9876111	1089	2M	08 09 13.95	+16 59 15.4	UGC04249        	 28.1	11.63	 71	 4844	 3	 	                                  	NED
122.3162083	 -0.3665833	1090	2M	08 09 15.89	-00 21 59.7	UGC04253        	 30.8	10.83	110	 5409	 4	 	HII,IRAS                          	NED
122.3890833	-41.0935833	1091	2M	08 09 33.38	-41 05 36.9	PGC579173       	 15.7	11.44	115	     	 2	 	                                  	NED
122.4737500	-41.6938611	1092	2M	08 09 53.70	-41 41 37.9	2MFGC06472      	 67.3	10.02	 66	 1993	 7	 	                                  	NED
122.5632917	+33.9564722	1093	2M	08 10 15.19	+33 57 23.3	NGC2532         	 39.9	 9.79	100	 5260	 5	 	Bar,KIG232,IRAS,Vc                	NED
122.9687500	-18.3004444	1094	2M	08 11 52.50	-18 18 01.6	ESO561-023      	 55.8	 9.80	 87	 4623	 4	1	IRAS                              	NED
122.9967083	-24.5607222	1095	2M	08 11 59.21	-24 33 38.6	PGC80320        	 15.0	11.31	 82	     	 2	 	                                  	NED
123.2254167	+55.6719722	1096	2M	08 12 54.10	+55 40 19.1	NGC2534         	 21.6	10.26	 63	 3453	-2	 	Pec,MRK85                         	NED
123.4615417	 +0.6613333	1097	2M	08 13 50.77	+00 39 40.8	UGC04285        	 18.8	11.88	 64	17099	 6	 	                                  	NED
123.5282500	+23.8663333	1098	2M	08 14 06.78	+23 51 58.8	IC2239          	 20.2	10.45	 64	 6104	 0	 	IRAS,Vc                           	NED
123.5357500	 -0.3707778	1099	2M	08 14 08.58	-00 22 14.8	CGCG003-018     	 17.3	11.39	110	11864	 3	 	MRK1213                           	NED
123.5897500	-38.3265000	1100	2M	08 14 21.54	-38 19 35.4	PGC3085166      	 41.2	 9.68	103	     	 3	 	                                  	NED
123.5919167	+39.2512500	1101	2M	08 14 22.06	+39 15 04.5	UGC04283        	 18.0	11.83	 81	 8309	 4	 	Bar,KIG238                        	NED
123.6252083	+43.1435000	1102	2M	08 14 30.05	+43 08 36.6	CGCG207-047     	 17.3	11.00	 73	 6882	 0	 	                                  	NED
123.6669583	+49.0614167	1103	2M	08 14 40.07	+49 03 41.1	NGC2541         	 38.5	10.73	107	  548	 6	 	Bar,IRAS                          	NED
123.6999583	-32.0110278	1104	2M	08 14 47.99	-32 00 39.7	2MASX           	 18.6	11.73	 83	 1686	 4	 	                                  	NED
123.7345000	-22.0180556	1105	2M	08 14 56.28	-22 01 05.0	ESO561-032      	 39.2	11.36	 97	 5156	 6	 	IRAS                              	NED
124.0033750	+27.0757778	1106	2M	08 16 00.81	+27 04 32.8	UGC04300        	 21.7	11.34	 65	 7668	 6	 	                                  	NED
124.1517500	 -2.9876944	1107	2M	08 16 36.42	-02 59 15.7	CGCG003-021     	 24.4	10.98	 93	 5676	 1	1	IRAS                              	NED
124.1946667	-10.7917222	1108	2M	08 16 46.72	-10 47 30.2	PGC3093321      	 15.0	11.78	 62	13472	 7	 	HII                               	NED
124.2155000	-47.8449167	1109	2M	08 16 51.72	-47 50 41.7	2MASX           	 18.9	10.83	 79	     	 0	1	                                  	NED
124.2456667	+61.5883333	1110	2M	08 16 58.96	+61 35 18.0	MCG+10-12-117   	 23.4	11.39	 73	     	 4	 	                                  	NED
124.2752917	-27.4558056	1111	2M	08 17 06.07	-27 27 20.9	NGC2559         	 94.7	 7.50	 72	 1559	 4	 	Bar,pec,VV475,IRAS                	NED
124.3005417	-18.5429444	1112	2M	08 17 12.13	-18 32 34.6	PGC80818        	 16.4	11.52	 82	     	 3	 	                                  	NED
124.4559583	+38.7953333	1113	2M	08 17 49.43	+38 47 43.2	MCG+07-17-027   	 27.0	10.96	 94	 6379	 2	 	IRAS                              	NED
124.4663750	-38.4578056	1114	2M	08 17 51.93	-38 27 28.1	2MASX           	 22.8	11.11	 61	     	 3	 	                                  	NED
124.5315000	+26.6338611	1115	2M	08 18 07.56	+26 38 01.9	MCG+05-20-007   	 24.9	11.31	 68	 6001	 2	1	Bar,ring                          	NED
124.7615833	+83.2663611	1116	2M	08 19 02.78	+83 15 58.9	UGC04262        	 28.7	10.50	 69	 5696	 3	2	Pec,IRAS                          	NED
124.8791250	-19.4574722	1117	2M	08 19 30.99	-19 27 26.9	2MASX           	 16.3	11.95	 66	     	 3	1	                                  	NED
124.9106250	+19.9325278	1118	2M	08 19 38.55	+19 55 57.1	CGCG088-060     	 18.5	11.23	 72	 4493	 1	 	KIG243                            	NED
125.0410833	+27.0933056	1119	2M	08 20 09.86	+27 05 35.9	UGC04341        	 34.0	10.16	 75	 5901	 1	 	Bar,KIG244                        	NED
125.0669167	-26.8294444	1120	2M	08 20 16.06	-26 49 46.0	ESO495-007      	 21.2	11.87	 74	     	 5	 	                                  	NED
125.1463333	+68.6002778	1121	2M	08 20 35.12	+68 36 01.0	UGC04326        	 35.4	10.10	 69	 4832	 4	 	KIG240,IRAS                       	NED
125.6060000	-27.0772778	1122	2M	08 22 25.44	-27 04 38.2	PGC81054        	 15.7	11.48	 64	     	 3	2	                                  	NED
125.6217083	-11.4177500	1123	2M	08 22 29.21	-11 25 03.9	2MFGC06609      	 43.8	10.16	 81	 4614	 4	 	IRAS                              	NED
125.9886667	-43.8475556	1124	2M	08 23 57.28	-43 50 51.2	2MASX           	 16.9	11.89	 68	     	 4	 	Bar,ring                          	NED
126.0420000	-18.7755000	1125	2M	08 24 10.08	-18 46 31.8	IC2367          	 72.8	 8.80	105	 2448	 3	 	Bar,ring,IRAS                     	NED
126.2926667	+37.9889444	1126	2M	08 25 10.24	+37 59 20.2	CGCG179-005     	 16.5	11.74	 70	 6362	 3	 	                                  	NED
126.3317500	+39.3156111	1127	2M	08 25 19.62	+39 18 56.2	PGC2147550      	 15.3	11.66	 69	16969	 0	 	                                  	NED
126.3779167	-68.1176944	1128	2M	08 25 30.70	-68 07 03.7	NGC2601         	 41.9	 9.31	 84	 3297	 1	 	Bar,ring,IRAS                     	NED
126.5350833	-71.8195556	1129	2M	08 26 08.42	-71 49 10.4	ESO060-006      	 15.6	11.39	 86	10449	 0	2	                                  	NED
126.6035417	+59.8953611	1130	2M	08 26 24.85	+59 53 43.3	CGCG287-076     	 20.6	10.52	 66	 7993	-2	1	                                  	NED
126.6253333	 -2.3787778	1131	2M	08 26 30.08	-02 22 43.6	PGC1093790      	 16.5	11.65	 63	 9992	 2	 	                                  	NED
126.7440417	+65.2453611	1132	2M	08 26 58.57	+65 14 43.3	MCG+11-11-003   	 19.7	11.21	 69	14008	 3	 	Pec                               	NED
126.8919583	-12.7566667	1133	2M	08 27 34.07	-12 45 24.0	MCG-02-22-017   	 24.2	11.49	 71	 2798	 6	 	IRAS                              	NED
126.9156250	-14.7819722	1134	2M	08 27 39.75	-14 46 55.1	PGC23727        	 22.4	11.43	 63	 9293	 3	 	Bar,ring                          	NED
127.0082083	-55.9814167	1135	2M	08 28 01.97	-55 58 53.1	PGC404223       	 16.2	11.92	 78	     	 1	 	                                  	NED
127.0456250	+10.5407222	1136	2M	08 28 10.95	+10 32 26.6	CGCG060-016     	 22.6	11.39	 67	 9227	 3	2	                                  	NED
127.1488333	+11.2918333	1137	2M	08 28 35.72	+11 17 30.6	PGC1391507      	 20.0	11.35	 61	     	 1	1	                                  	NED
127.1557500	-37.2212222	1138	2M	08 28 37.38	-37 13 16.4	ESO370-015      	 42.4	 9.83	109	 5412	 5	 	IRAS                              	NED
127.1971667	-27.7201389	1139	2M	08 28 47.32	-27 43 12.5	ESO431-011      	 18.0	11.33	 71	     	 2	 	Bar,ring,pec,IRAS                 	NED
127.2549583	-51.3526944	1140	2M	08 29 01.19	-51 21 09.7	2MASX           	 17.8	11.74	 69	     	 1	 	                                  	NED
127.3437500	+43.3587222	1141	2M	08 29 22.50	+43 21 31.4	MCG+07-18-009   	 15.0	11.53	 86	 9374	 4	 	HII,IRAS                          	NED
127.4095417	-17.2976944	1142	2M	08 29 38.29	-17 17 51.7	MCG-03-22-002   	 27.1	10.25	 72	 5760	 1	 	                                  	NED
127.4127083	-35.4346667	1143	2M	08 29 39.05	-35 26 04.8	2MASX           	 22.6	10.45	 82	     	-2	 	                                  	NED
127.4997083	+52.6971944	1144	2M	08 29 59.93	+52 41 49.9	UGC04438        	 25.6	10.79	 65	 4252	 2	 	Ring,pec,MRK90,IRAS               	NED
127.6333750	 -7.3383889	1145	2M	08 30 32.01	-07 20 18.2	MCG-01-22-015   	 24.4	11.04	 62	     	 4	2	                                  	NED
127.7475417	-32.8175556	1146	2M	08 30 59.41	-32 49 03.2	PGC81432        	 19.0	11.17	 93	     	 2	 	                                  	NED
127.9216250	-31.6285000	1147	2M	08 31 41.19	-31 37 42.6	PGC81449        	 16.4	11.96	 81	     	 5	1	                                  	NED
128.0147917	+24.0108611	1148	2M	08 32 03.55	+24 00 39.1	IC0509          	 23.3	11.62	 92	 5486	 5	 	Ring,KIG260,IRAS                  	NED
128.1717917	-51.2262500	1149	2M	08 32 41.23	-51 13 34.5	PGC3098761      	 17.5	11.33	 71	     	 1	 	                                  	NED
128.4052083	+13.0558056	1150	2M	08 33 37.25	+13 03 20.9	CGCG060-023     	 19.9	11.35	102	 9104	 3	1	                                  	NED
128.4584167	-13.1747222	1151	2M	08 33 50.02	-13 10 29.0	NGC2612         	 59.7	 8.85	119	 1714	 0	 	                                  	NED
128.6014167	-31.8221389	1152	2M	08 34 24.34	-31 49 19.7	ESO431-017      	 27.2	10.49	 78	 1964	 2	 	Pec,Fairall1145,IRAS              	NED
128.6389583	 -2.5468056	1153	2M	08 34 33.35	-02 32 48.5	NGC2615         	 44.1	 9.56	 66	 4220	 3	 	Bar,ring,IRAS                     	NED
128.7645000	-49.4361944	1154	2M	08 35 03.48	-49 26 10.3	PGC165513       	 19.4	11.06	120	 7731	 1	 	IRAS                              	NED
129.0632917	-26.4093333	1155	2M	08 36 15.19	-26 24 33.6	ESO495-021      	 36.0	 9.09	105	  873	-2	 	Pec,sbrst,IRAS                    	NED
129.0633333	-17.5354444	1156	2M	08 36 15.20	-17 32 07.6	PGC881636       	 19.3	11.63	144	10540	 3	2	                                  	NED
129.1586667	-83.4636111	1157	2M	08 36 38.08	-83 27 49.0	ESO006-003      	 22.5	11.28	 61	 5227	 6	 	Bar,IRAS                          	NED
129.1959167	-12.3920000	1158	2M	08 36 47.02	-12 23 31.2	PGC953500       	 15.1	12.00	 64	 4353	 5	1	                                  	NED
129.2735833	-18.2613056	1159	2M	08 37 05.66	-18 15 40.7	ESO563-001      	 18.8	11.25	 67	 5938	 2	1	                                  	NED
129.3525833	-55.1237222	1160	2M	08 37 24.62	-55 07 25.4	NGC2640         	108.2	 6.89	245	 1051	-2	 	Bar,IRAS                          	NED
129.3919167	-16.9324167	1161	2M	08 37 34.06	-16 55 56.7	MCG-03-22-010   	 16.5	11.96	125	 1966	 1	 	Bar,pec,HII,IRAS                  	NED
129.4101667	 -6.7183611	1162	2M	08 37 38.44	-06 43 06.1	MCG-01-22-029   	 21.0	11.02	 61	 8106	 4	1	Pec,HII,IRAS                      	NED
129.4853750	 +2.0209722	1163	2M	08 37 56.49	+02 01 15.5	CGCG004-091     	 15.4	11.94	 62	     	 4	 	                                  	NED
