#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-07T09:37:44 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-07T09:37:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/649/A18/tableh1&-order=I&-out=Galaxy&-out=logMdust&-out=e_logMdust&-out=logUav&-out=e_logUav&-out=logqAF&-out=e_logqAF&-out=logMgas&-out=e_logMgas&-out=logfmol&-out=e_logfmol&-out=logMstar&-out=e_logMstar&-out=logsSFR&-out=e_logsSFR&-out=logOovHp12&-out=e_logOovHp12&-out=SimbadName&-out=_RA&-out=_DE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36490018
#Name: J/A+A/649/A18
#Title: Nearby galaxy perspective on dust evolution (Galliano+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/a+a/649/a18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/649/a18	    IVOID of underlying data collection
#INFO	creator=Galliano F.	    First author or institution
#INFO	cites=bibcode:2021A&A...649A..18G	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/649/A18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36490018	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-01-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_649_A18_tableh1:
#Name: J/A+A/649/A18/tableh1
#Title: SED fitting results
#Column	Galaxy	(a15)	Galaxy name according to the DustPedia catalog (1)	[ucd=meta.id;meta.main]
#Column	logMdust	(E11.4)	Decimal logarithm of the dust mass	[ucd=phys.mass]
#Column	e_logMdust	(E11.4)	Uncertainty on logMdust	[ucd=stat.error]
#Column	logUav	(E11.4)	Decimal logarithm of the average starlight intensity, U, in 2.2E-5W/m2	[ucd=phot.mag;em.opt.U]
#Column	e_logUav	(E11.4)	Uncertainty on logUav	[ucd=stat.error]
#Column	logqAF	(E11.4)	Decimal logarithm of the mass fraction of small a-C(:H) grains	[ucd=phys.mass]
#Column	e_logqAF	(E11.4)	Uncertainty on logqAF	[ucd=stat.error]
#Column	logMgas	(E11.4)	? Decimal logarithm of the gas mass	[ucd=phys.mass]
#Column	e_logMgas	(E11.4)	? Uncertainty on logMgas	[ucd=stat.error]
#Column	logfmol	(E11.4)	? Decimal logarithm of the mass fraction of molecular gas	[ucd=phys.mass]
#Column	e_logfmol	(E11.4)	? Uncertainty on logfmol	[ucd=stat.error]
#Column	logMstar	(E11.4)	? Decimal logarithm of the stellar mass	[ucd=phys.mass]
#Column	e_logMstar	(E11.4)	? Uncertainty on logMstar	[ucd=stat.error]
#Column	logsSFR	(E11.4)	? Decimal logarithm of the specific star formation rate	[ucd=phys.SFR]
#Column	e_logsSFR	(E11.4)	? Uncertainty on logsSFR	[ucd=stat.error]
#Column	logOovHp12	(E11.4)	? Metallicity expressed as 12+log(O/H)	[ucd=phys.abund]
#Column	e_logOovHp12	(E11.4)	? Uncertainty on 12+log(O/H)	[ucd=stat.error]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Galaxy	logMdust	e_logMdust	logUav	e_logUav	logqAF	e_logqAF	logMgas	e_logMgas	logfmol	e_logfmol	logMstar	e_logMstar	logsSFR	e_logsSFR	logOovHp12	e_logOovHp12	SimbadName	_RA	_DE
NGC3773        	 5.9556e+00	 1.0273e-01	 8.5396e-01	 1.0267e-01	-1.1942e+00	 1.3636e-02	 8.5288e+00	 2.0156e-02	           	           	 9.0041e+00	 8.8768e-02	-9.5212e+00	 9.4372e-02	 8.3184e+00	 4.8888e-02	NGC3773                 	174.55403	+12.11192
NGC3795        	 6.9657e+00	 8.6791e-02	-2.0688e-01	 9.7211e-02	-9.3741e-01	 4.8275e-02	 9.2046e+00	 5.1297e-02	           	           	 9.5387e+00	 7.3104e-02	-1.0376e+01	 1.4163e-01	 8.3407e+00	 6.5122e-02	NGC3795                 	175.02850	+58.61316
NGC3796        	 5.9642e+00	 2.0593e-01	 8.4286e-02	 2.2712e-01	-9.1651e-01	 1.0843e-01	           	           	           	           	 1.0029e+01	 4.3500e-02	-1.1761e+01	 1.5235e-01	           	           	NGC3796                 	175.12968	+60.29889
NGC3794        	 6.7287e+00	 7.4245e-02	 8.6452e-02	 7.9447e-02	-1.1172e+00	 2.3547e-02	 9.4459e+00	 1.8322e-02	           	           	 9.3690e+00	 8.0782e-02	-9.7293e+00	 9.6975e-02	 8.2895e+00	 6.1216e-02	NGC3794                 	175.22596	+56.20208
NGC3813        	 7.2911e+00	 2.5897e-02	 6.2363e-01	 2.8470e-02	-9.4968e-01	 1.5746e-02	 9.6903e+00	 5.4867e-02	-6.3692e-01	 1.4131e-01	 1.0022e+01	 6.5348e-02	-9.6032e+00	 7.9429e-02	 8.5097e+00	 2.1185e-02	NGC3813                 	175.32773	+36.54670
NGC3838        	 5.7851e+00	 3.0589e-01	-1.4932e-02	 3.2384e-01	-9.7506e-01	 1.4234e-01	           	           	           	           	 1.0287e+01	 6.4719e-02	           	           	           	           	NGC3838                 	176.05736	+57.94821
NGC3846A       	 6.6550e+00	 1.0598e-01	 1.3716e-01	 1.1268e-01	-1.2423e+00	 5.9369e-02	           	           	           	           	 9.3413e+00	 5.0631e-02	-9.8294e+00	 8.6230e-02	 8.2354e+00	 5.5444e-02	NGC3846A                	176.06174	+55.03494
NGC3870        	 5.8609e+00	 5.9117e-02	 8.3341e-01	 5.9896e-02	-1.1655e+00	 3.0738e-02	 8.6903e+00	 4.5092e-02	           	           	 8.8882e+00	 8.2113e-02	-9.5057e+00	 8.6384e-02	 8.2748e+00	 5.2772e-02	NGC3870                 	176.48597	+50.19991
NGC3898        	 7.8313e+00	 9.6778e-02	-3.4642e-01	 9.5984e-02	-6.5001e-01	 4.0514e-02	           	           	           	           	 1.1312e+01	 2.9211e-02	-1.1247e+01	 7.1389e-02	           	           	NGC3898                 	177.31404	+56.08435
NGC3938        	 7.6350e+00	 3.0937e-02	 3.3382e-01	 3.8039e-02	-8.8156e-01	 1.7930e-02	 1.0069e+01	 4.5293e-02	-8.0019e-01	 1.4104e-01	 1.0408e+01	 7.8285e-02	-9.8128e+00	 9.4088e-02	 8.5372e+00	 2.7090e-02	NGC3938                 	178.20605	+44.12073
NGC3941        	 5.8704e+00	 2.3704e-01	 1.9110e-01	 3.1268e-01	-7.0319e-01	 1.7157e-01	 9.6132e+00	 1.1476e-01	           	           	 1.0497e+01	 3.4418e-02	-1.2186e+01	 8.5388e-02	           	           	NGC3941                 	178.23067	+36.98638
NGC3945        	 7.0857e+00	 1.9082e-01	-2.7891e-01	 1.8675e-01	-6.6396e-01	 1.1176e-01	           	           	           	           	 1.1110e+01	 2.5602e-02	-1.2013e+01	 4.6509e-02	           	           	NGC3945                 	178.30719	+60.67556
NGC3952        	 6.3456e+00	 1.0336e-01	 9.0659e-01	 1.0500e-01	-1.3733e+00	 5.1150e-02	           	           	           	           	 9.3292e+00	 9.0299e-02	-9.4402e+00	 9.6221e-02	 8.2418e+00	 6.6779e-02	NGC3952                 	178.41934	-03.99652
NGC3953        	 7.5229e+00	 4.7097e-02	 2.3761e-01	 6.6180e-02	-8.9189e-01	 4.3297e-02	 9.5259e+00	 5.6179e-02	-7.0173e-01	 1.7106e-01	 1.0309e+01	 8.2700e-02	-1.0660e+01	 3.6409e-01	           	           	NGC3953                 	178.45420	+52.32680
UGC06879       	 7.0630e+00	 1.0815e-01	-1.0798e-01	 1.2036e-01	-8.9384e-01	 3.3837e-02	 9.4229e+00	 5.2123e-02	           	           	 9.7711e+00	 5.9896e-02	-1.0245e+01	 7.9914e-02	 8.4094e+00	 5.3440e-02	UGC06879                	178.60452	-02.31972
NGC3972        	 7.3840e+00	 6.9410e-02	-2.3639e-01	 6.6531e-02	-8.9279e-01	 2.2140e-02	           	           	           	           	           	           	           	           	 8.4571e+00	 5.3091e-02	NGC3972                 	178.93799	+55.32067
NGC3982        	 7.0662e+00	 1.7485e-02	 8.2577e-01	 1.5854e-02	-9.5479e-01	 8.1517e-03	           	           	           	           	 1.0078e+01	 6.0566e-02	-9.6161e+00	 6.4351e-02	 8.5104e+00	 4.0390e-02	NGC3982                 	179.11737	+55.12536
UGC06919       	 6.4832e+00	 1.6907e-01	-2.5552e-01	 1.9919e-01	-8.5542e-01	 9.8533e-02	           	           	           	           	 9.1278e+00	 8.4324e-02	-1.0833e+01	 3.5887e-01	 8.3988e+00	 6.0870e-02	UGC06919                	179.15724	+55.63300
NGC3990        	 4.9441e+00	 2.8369e-01	 4.6917e-01	 3.1027e-01	-1.1332e+00	 1.5920e-01	           	           	           	           	 9.3108e+00	 2.7783e-02	           	           	           	           	NGC3990                 	179.39830	+55.45884
NGC4013        	 7.4537e+00	 1.7154e-02	 3.3369e-01	 2.5827e-02	-9.6893e-01	 1.3809e-02	 9.8442e+00	 5.6502e-02	-5.1657e-01	 1.3764e-01	 1.0535e+01	 5.6262e-02	-1.0756e+01	 4.3025e-01	           	           	NGC4013                 	179.63090	+43.94702
NGC4030        	 8.0302e+00	 9.6840e-03	 4.5816e-01	 9.5068e-03	-8.8933e-01	 6.0650e-03	 1.0288e+01	 7.4629e-02	-6.7728e-01	 1.7911e-01	 1.0953e+01	 6.9613e-02	-9.9335e+00	 8.8103e-02	 8.5951e+00	 8.9383e-03	NGC4030                 	180.09838	-01.10006
NGC4032        	 7.0502e+00	 8.3811e-02	 9.3075e-02	 9.2265e-02	-1.0166e+00	 4.4276e-02	 9.6090e+00	 3.9862e-02	           	           	 9.6959e+00	 4.1961e-02	-9.7828e+00	 6.0495e-02	 8.3300e+00	 5.0175e-02	NGC4032                 	180.13681	+20.07388
UGC06998       	 6.0832e+00	 2.4385e-01	 1.2933e-01	 2.7893e-01	-1.1862e+00	 1.3676e-01	 9.3090e+00	 4.0839e-03	           	           	 9.0577e+00	 1.1121e-01	-1.0022e+01	 1.2929e-01	 8.2331e+00	 5.2533e-02	UGC06998                	180.19871	-00.02333
IC0755         	 6.0822e+00	 1.3668e-01	 5.5583e-01	 1.3801e-01	-1.3852e+00	 8.2982e-02	 9.1003e+00	 2.8205e-03	           	           	 8.8272e+00	 8.2664e-02	-9.4649e+00	 9.0567e-02	 8.1234e+00	 3.3187e-02	IC0755                  	180.29326	+14.10451
NGC4037        	 6.6715e+00	 7.5786e-02	-1.4377e-01	 7.9064e-02	-8.8297e-01	 4.7484e-02	 8.6467e+00	 6.1487e-02	           	           	 9.4057e+00	 7.8301e-02	-1.0391e+01	 1.2153e-01	 8.4703e+00	 5.3236e-02	NGC4037                 	180.34858	+13.40103
NGC4036        	 6.4622e+00	 1.2708e-01	 2.8762e-01	 1.2581e-01	-6.8201e-01	 9.0662e-02	           	           	           	           	 1.0926e+01	 3.6307e-02	-1.2468e+01	 4.4824e-01	           	           	NGC4036                 	180.36205	+61.89570
NGC4051        	 6.9714e+00	 7.2540e-02	 7.8744e-01	 1.3469e-01	-1.0434e+00	 7.3106e-02	 9.4086e+00	 6.0706e-02	-4.9962e-01	 1.4856e-01	 9.9524e+00	 7.1419e-02	-9.8413e+00	 1.4225e-01	 8.5233e+00	 2.6329e-02	NGC4051                 	180.79004	+44.53130
NGC4067        	 7.2266e+00	 7.8976e-02	 2.3495e-01	 1.0587e-01	-8.6462e-01	 5.1685e-02	 9.5841e+00	 6.7131e-02	-7.9435e-01	 2.1388e-01	 1.0347e+01	 5.4524e-02	-1.0373e+01	 8.4500e-02	           	           	NGC4067                 	181.04816	+10.85435
UGC07086       	 7.2353e+00	 7.3133e-02	 6.7305e-02	 8.3043e-02	-9.6672e-01	 4.3066e-02	 9.4990e+00	 2.5369e-02	           	           	 9.8488e+00	 7.6342e-02	-1.0275e+01	 1.8676e-01	           	           	UGC07086                	181.48382	+77.50507
UGC07089       	 6.3609e+00	 2.0369e-01	-3.7710e-01	 2.7933e-01	-1.0781e+00	 1.4145e-01	           	           	           	           	 8.7058e+00	 8.4009e-02	-1.0241e+01	 1.7431e-01	 8.2726e+00	 7.3788e-02	UGC07089                	181.49061	+43.14336
NGC4100        	 7.4363e+00	 1.6406e-02	 4.4065e-01	 1.3225e-02	-9.4888e-01	 9.8427e-03	 9.8961e+00	 4.4542e-02	-6.0393e-01	 1.3153e-01	 1.0360e+01	 7.1137e-02	-1.0081e+01	 1.0222e-01	 8.5225e+00	 4.9622e-02	NGC4100                 	181.53584	+49.58231
UGC07094       	 5.3840e+00	 3.0747e-01	-1.4778e-01	 3.1067e-01	-1.1167e+00	 1.4966e-01	 8.3436e+00	 4.1630e-02	           	           	 8.5273e+00	 7.1234e-02	-1.0838e+01	 1.7357e-01	 8.1993e+00	 7.1842e-02	UGC07094                	181.54489	+42.95579
NGC4102        	 7.1533e+00	 8.5590e-03	 1.2159e+00	 7.3165e-03	-1.3483e+00	 2.4299e-02	           	           	           	           	 1.0275e+01	 8.5373e-02	-9.6255e+00	 1.2548e-01	           	           	NGC4102                 	181.59631	+52.71095
NGC4111        	 6.1375e+00	 1.6828e-01	 4.4118e-01	 1.9328e-01	-9.6803e-01	 1.0278e-01	 9.5696e+00	 1.3401e-01	           	           	 1.0473e+01	 6.1109e-02	           	           	           	           	NGC4111                 	181.76303	+43.06539
NGC4116        	 7.2388e+00	 6.9666e-02	-8.6815e-02	 8.7260e-02	-9.6351e-01	 6.0169e-02	 9.6165e+00	 1.2494e-02	-1.0923e+00	 1.2771e-01	 9.5039e+00	 9.2001e-02	-9.6292e+00	 1.0487e-01	 8.3976e+00	 3.2372e-02	NGC4116                 	181.90482	+02.69044
NGC4117        	 6.0045e+00	 1.8575e-01	 4.4475e-01	 2.4524e-01	-1.2684e+00	 1.0576e-01	 8.8491e+00	 8.8877e-02	           	           	 9.7035e+00	 5.9676e-02	-1.1164e+01	 3.3787e-01	           	           	NGC4117                 	181.94216	+43.12635
NGC4125        	 6.1954e+00	 2.4745e-01	 6.1060e-01	 2.2259e-01	-8.6130e-01	 1.5407e-01	           	           	           	           	 1.1446e+01	 2.1526e-02	-1.2017e+01	 4.0908e-02	           	           	NGC4125                 	182.02507	+65.17413
NGC4119        	 6.2221e+00	 1.4692e-01	 1.2865e-01	 1.3262e-01	-8.3351e-01	 8.8363e-02	           	           	           	           	 1.0031e+01	 5.4833e-02	-1.1417e+01	 1.5699e-01	 8.5158e+00	 5.5138e-02	NGC4119                 	182.04013	+10.37897
NGC4123        	 7.4195e+00	 3.9019e-02	 3.2403e-01	 5.2472e-02	-1.0865e+00	 3.8291e-02	 9.9135e+00	 1.6535e-02	-1.2126e+00	 2.1350e-01	 9.9657e+00	 8.2216e-02	-9.7823e+00	 1.1356e-01	 8.5452e+00	 5.7928e-02	NGC4123                 	182.04617	+02.87831
IC3019         	 5.2558e+00	 3.9829e-01	-2.5861e-01	 3.8543e-01	-9.2387e-01	 1.7129e-01	           	           	           	           	 9.3391e+00	 7.4239e-02	-1.1925e+01	 3.5387e-01	           	           	IC3019                  	182.34274	+13.99242
NGC4138        	 6.7258e+00	 6.6546e-02	 2.0103e-01	 9.0214e-02	-8.0122e-01	 3.8285e-02	 9.2976e+00	 6.8602e-02	           	           	 1.0144e+01	 5.5609e-02	-1.1016e+01	 1.5293e-01	 8.5254e+00	 2.8601e-02	NGC4138                 	182.37412	+43.68532
IC3021         	 6.1680e+00	 2.9211e-01	 2.7574e-01	 3.3381e-01	-1.0496e+00	 1.5070e-01	 9.0846e+00	 2.8149e-02	           	           	 9.5305e+00	 1.1211e-01	-1.0391e+01	 1.5038e-01	 8.3755e+00	 6.6158e-02	IC3021                  	182.47738	+13.04998
NGC4144        	 6.1572e+00	 7.1650e-02	 3.4593e-02	 6.9913e-02	-1.2732e+00	 7.4009e-02	 8.8709e+00	 3.4326e-02	-1.4717e+00	 1.7321e-01	 8.8013e+00	 5.3773e-02	-9.9165e+00	 6.5614e-02	 8.1512e+00	 4.7900e-02	NGC4144                 	182.49417	+46.45718
IC3023         	 4.6903e+00	 4.2802e-01	 7.9482e-03	 4.3563e-01	-1.4247e+00	 2.0931e-01	 7.7996e+00	 5.2764e-03	           	           	 7.2068e+00	 1.3660e-01	-9.4282e+00	 1.4288e-01	 7.9737e+00	 1.2715e-01	IC3023                  	182.50727	+14.36687
NGC4152        	 7.3216e+00	 3.4815e-02	 7.2398e-01	 2.9709e-02	-1.0406e+00	 1.6642e-02	 1.0063e+01	 2.2870e-02	-8.2024e-01	 1.2684e-01	 9.9796e+00	 7.9925e-02	-9.4145e+00	 9.6598e-02	 8.5404e+00	 2.8894e-02	NGC4152                 	182.65630	+16.03293
UGC07178       	 5.9162e+00	 3.9732e-01	-1.1850e-01	 3.7208e-01	-1.1895e+00	 1.6423e-01	 9.2919e+00	 3.2221e-03	           	           	 8.7205e+00	 1.5486e-01	-9.8460e+00	 1.6596e-01	 8.2295e+00	 6.6420e-02	UGC07178                	182.76528	+02.00668
IC3033         	 5.6663e+00	 3.0741e-01	-6.1554e-02	 3.7233e-01	-1.0573e+00	 1.6523e-01	 8.6740e+00	 6.7500e-03	           	           	 8.4467e+00	 1.1680e-01	-9.9161e+00	 1.4085e-01	           	           	IC3033                  	182.79146	+13.58751
UGC07184       	 6.4386e+00	 1.8217e-01	 2.5348e-01	 2.1275e-01	-1.1967e+00	 1.1341e-01	 9.3869e+00	 6.4214e-03	           	           	 9.2049e+00	 7.3793e-02	-9.8419e+00	 1.1675e-01	 8.2492e+00	 3.5527e-02	UGC07184                	182.83298	+01.49230
NGC4165        	 7.1650e+00	 1.0137e-01	 1.8736e-01	 1.1836e-01	-8.6629e-01	 7.1434e-02	 9.2950e+00	 7.6464e-02	           	           	 1.0174e+01	 7.0042e-02	-1.0575e+01	 1.2775e-01	 8.4803e+00	 5.2446e-02	NGC4165                 	183.04917	+13.24650
NGC4178        	 7.8714e+00	 5.0212e-02	-6.9549e-02	 4.9636e-02	-1.1243e+00	 4.0785e-02	 1.0160e+01	 4.9958e-03	-1.4944e+00	 1.4069e-01	 1.0023e+01	 9.5636e-02	-9.5842e+00	 9.9524e-02	 8.3475e+00	 2.9294e-02	NGC4178                 	183.19351	+10.86600
IC3044         	 5.8385e+00	 2.5773e-01	-3.2913e-04	 2.6608e-01	-1.1947e+00	 1.4667e-01	 8.9729e+00	 3.3726e-03	           	           	 8.8050e+00	 6.0111e-02	-1.0224e+01	 1.2716e-01	 8.1466e+00	 5.8570e-02	IC3044                  	183.20194	+13.97626
NGC4179        	 6.0923e+00	 3.9165e-01	-2.7002e-02	 3.8196e-01	-2.2979e-01	 2.1509e-01	           	           	           	           	 1.0639e+01	 6.6726e-02	-1.2834e+01	 5.8869e-01	           	           	NGC4179                 	183.21713	+01.29971
NGC4180        	 7.1507e+00	 2.0451e-02	 8.3830e-01	 2.0624e-02	-1.0508e+00	 9.5792e-03	 9.5685e+00	 1.1863e-01	           	           	 1.0409e+01	 6.9377e-02	-1.0263e+01	 1.4400e-01	 8.5559e+00	 2.4310e-02	NGC4180                 	183.26272	+07.03879
NGC4183        	 7.1548e+00	 6.1092e-02	-2.6938e-01	 6.7798e-02	-1.0582e+00	 4.9877e-02	 9.5584e+00	 6.4239e-02	           	           	 9.4721e+00	 8.4303e-02	-9.9834e+00	 1.0635e-01	 8.3306e+00	 5.2952e-02	NGC4183                 	183.32025	+43.69827
NGC4189        	 7.2777e+00	 3.0255e-02	 3.2919e-01	 2.6533e-02	-9.6428e-01	 1.4899e-02	 9.4361e+00	 4.3154e-02	-7.0205e-01	 1.5188e-01	 9.9265e+00	 6.7754e-02	-9.9164e+00	 1.0304e-01	 8.5043e+00	 2.3102e-02	NGC4189                 	183.44699	+13.42485
NGC4192        	 7.5386e+00	 3.4358e-02	 6.0243e-02	 3.4789e-02	-8.5779e-01	 1.8927e-02	 9.7812e+00	 4.7159e-02	-7.0743e-01	 1.5473e-01	 1.0440e+01	 6.7466e-02	-1.0661e+01	 1.8176e-01	           	           	NGC4192                 	183.45122	+14.90047
NGC4191        	 6.6789e+00	 1.6363e-01	 1.7168e-01	 1.9152e-01	-8.2984e-01	 1.0417e-01	 9.8322e+00	 4.0338e-02	           	           	 1.0644e+01	 5.7397e-02	-1.1644e+01	 1.8574e-01	 8.5160e+00	 2.7618e-02	NGC4191                 	183.45992	+07.20084
NGC4193        	 7.5101e+00	 4.8308e-02	 1.2558e-01	 4.6806e-02	-9.1882e-01	 5.2182e-02	 9.6665e+00	 3.9630e-02	           	           	 1.0411e+01	 6.2892e-02	-1.0459e+01	 1.2667e-01	 8.5372e+00	 5.2038e-02	NGC4193                 	183.47328	+13.17291
PGC039052      	 6.2255e+00	 1.9954e-01	 2.4931e-01	 2.2535e-01	-9.2260e-01	 1.1777e-01	 8.8050e+00	 4.5501e-02	           	           	 9.5112e+00	 7.0666e-02	-1.0901e+01	 1.7781e-01	 8.4315e+00	 5.3236e-02	PGC039052               	183.50899	+06.72307
UGC07249       	 6.1606e+00	 3.4092e-01	 7.6724e-02	 3.1043e-01	-1.3146e+00	 1.4581e-01	 9.1988e+00	 4.6789e-03	           	           	 8.5970e+00	 1.2896e-01	-9.5831e+00	 1.4412e-01	 8.0622e+00	 4.5407e-02	UGC07249                	183.65391	+12.81186
NGC4197        	 7.1654e+00	 6.1967e-02	 3.0548e-01	 5.8390e-02	-1.1780e+00	 5.4976e-02	 9.7150e+00	 3.0185e-03	           	           	 9.6417e+00	 7.0453e-02	-9.5972e+00	 7.7349e-02	 8.3765e+00	 4.0420e-02	NGC4197                 	183.66043	+05.80572
NGC4200        	 5.4870e+00	 3.3777e-01	-1.5106e-01	 3.2660e-01	-9.2997e-01	 1.4099e-01	           	           	           	           	 9.9815e+00	 3.2660e-02	-1.1742e+01	 8.2905e-02	           	           	NGC4200                 	183.68427	+12.18075
IC3059         	 6.0405e+00	 2.4570e-01	 9.2509e-02	 3.0822e-01	-9.9407e-01	 1.4119e-01	 8.8840e+00	 6.3780e-03	           	           	 8.8594e+00	 6.4555e-02	-1.0306e+01	 1.5322e-01	           	           	IC3059                  	183.72999	+13.46139
IC3061         	 7.3516e+00	 9.0349e-02	 4.6241e-03	 1.0532e-01	-8.5104e-01	 4.8907e-02	 9.7646e+00	 6.2264e-03	           	           	 9.9732e+00	 7.2007e-02	-1.0173e+01	 9.7491e-02	 8.4913e+00	 5.3007e-02	IC3061                  	183.76883	+14.02897
NGC4203        	 6.7109e+00	 8.1612e-02	-6.3687e-02	 8.2289e-02	-6.9864e-01	 3.5186e-02	 9.8770e+00	 7.5347e-02	           	           	 1.0728e+01	 3.0912e-02	-1.2111e+01	 1.4957e-01	           	           	NGC4203                 	183.77106	+33.19733
IC3065         	 5.3769e+00	 3.8249e-01	-1.6918e-01	 4.1948e-01	-8.6216e-01	 1.9801e-01	           	           	           	           	 9.2158e+00	 2.1758e-02	-1.2256e+01	 3.0089e-01	           	           	IC3065                  	183.80226	+14.43285
NGC4206        	 7.3373e+00	 5.6990e-02	-3.9692e-01	 5.7054e-02	-8.5759e-01	 4.8483e-02	 9.7269e+00	 1.1286e-02	-1.1231e+00	 1.2999e-01	 9.7863e+00	 5.9589e-02	-1.0250e+01	 7.9450e-02	           	           	NGC4206                 	183.82010	+13.02400
NGC4207        	 6.5249e+00	 2.0233e-02	 7.7389e-01	 2.0201e-02	-9.1653e-01	 4.9271e-03	 8.9594e+00	 5.7076e-02	-7.3058e-01	 2.0130e-01	 9.6076e+00	 7.7846e-02	-1.0329e+01	 1.7416e-01	 8.4696e+00	 5.2516e-02	NGC4207                 	183.87682	+09.58494
NGC4214        	 6.2322e+00	 1.0068e-01	 1.9357e-01	 1.0603e-01	-1.2619e+00	 5.1418e-02	 8.7604e+00	 2.1600e-02	-1.7670e+00	 1.7424e-01	 8.7506e+00	 8.3201e-02	-9.4844e+00	 8.8321e-02	 8.0994e+00	 3.8495e-02	NGC4214                 	183.91322	+36.32689
NGC4212        	 7.2133e+00	 1.5213e-02	 4.2859e-01	 1.5328e-02	-8.7719e-01	 9.6573e-03	 9.4449e+00	 1.2806e-01	-6.0876e-01	 2.1719e-01	 1.0089e+01	 5.9522e-02	-9.9937e+00	 7.1867e-02	 8.5333e+00	 2.3093e-02	NGC4212                 	183.91392	+13.90151
NGC4217        	 7.5301e+00	 2.1564e-02	 5.3295e-01	 3.7537e-02	-9.3463e-01	 1.3777e-02	 9.2256e+00	 7.4073e-02	-5.3659e-01	 1.7800e-01	 1.0497e+01	 7.9398e-02	-1.0708e+01	 2.6051e-01	 8.5456e+00	 2.8680e-02	NGC4217                 	183.96208	+47.09179
NGC4216        	 7.3887e+00	 2.5901e-02	 5.7906e-02	 2.7170e-02	-7.7289e-01	 3.3466e-02	 9.3753e+00	 2.1662e-02	-8.1686e-01	 1.3361e-01	 1.0887e+01	 5.7737e-02	-1.1891e+01	 3.4361e-01	 8.6097e+00	 2.1076e-02	NGC4216                 	183.97685	+13.14940
NGC4215        	 5.5412e+00	 3.3584e-01	-1.5356e-02	 3.5847e-01	-9.2330e-01	 1.5418e-01	           	           	           	           	 1.0420e+01	 3.0725e-02	-1.2180e+01	 1.0297e-01	           	           	NGC4215                 	183.97714	+06.40113
IC3077         	 4.5962e+00	 4.7040e-01	-2.4507e-01	 3.9626e-01	-9.9371e-01	 1.6764e-01	 7.8275e+00	 1.5729e-01	           	           	 8.6859e+00	 8.7885e-02	-1.2198e+01	 2.2657e-01	 8.2638e+00	 5.8814e-02	IC3077                  	183.98482	+14.43357
NGC4222        	 7.1046e+00	 6.7248e-02	-3.1007e-02	 8.1798e-02	-9.9918e-01	 7.3183e-02	 9.3523e+00	 5.9825e-02	           	           	 9.5464e+00	 7.1673e-02	-1.0132e+01	 1.0681e-01	 8.3841e+00	 6.3936e-02	NGC4222                 	184.09384	+13.30707
NGC4224        	 7.5506e+00	 8.1568e-02	-3.3940e-02	 8.3036e-02	-6.6526e-01	 5.4933e-02	 1.0466e+01	 1.7564e-01	           	           	 1.1339e+01	 7.8142e-02	-1.2075e+01	 4.0933e-01	           	           	NGC4224                 	184.14067	+07.46212
NGC4236        	 6.6039e+00	 3.1263e-02	-6.2610e-01	 3.0935e-02	-7.6964e-01	 2.3958e-02	           	           	           	           	 9.0484e+00	 1.1436e-01	-9.7466e+00	 1.2068e-01	 8.2019e+00	 9.3071e-02	NGC4236                 	184.17549	+69.46257
IC3096         	 5.3196e+00	 2.1715e-01	 1.4720e-01	 2.5172e-01	-9.9825e-01	 1.3974e-01	 7.7239e+00	 6.4192e-02	           	           	 8.5343e+00	 7.8569e-02	-1.1441e+01	 3.2645e-01	 8.2957e+00	 5.3627e-02	IC3096                  	184.21872	+14.51446
IC3100         	 4.7849e+00	 5.6845e-01	-4.2762e-01	 5.0409e-01	-1.0445e+00	 2.4976e-01	           	           	           	           	 7.6713e+00	 1.0128e-01	-1.0975e+01	 1.6050e-01	           	           	IC3100                  	184.27313	+12.28984
